inputa[12]	inputb[12]	operation[3]	aluout[12]	overflow	carry	zero	
111111111100	111111111011	100	111111110111	0	1	0
111111111101	111111111011	100	111111111000	0	1	0
111111111110	111111111011	100	111111111001	0	1	0
111111111111	111111111011	100	111111111010	0	1	0
000000000000	111111111100	100	111111111100	0	0	0
000000000001	111111111100	100	111111111101	0	0	0
000000000010	111111111100	100	111111111110	0	0	0
000000000011	111111111100	100	111111111111	0	0	0
000000000100	111111111100	100	000000000000	0	1	1
000000000101	111111111100	100	000000000001	0	1	0
000000000110	111111111100	100	000000000010	0	1	0
000000000111	111111111100	100	000000000011	0	1	0
111111111000	111111111100	100	111111110100	0	1	0
111111111001	111111111100	100	111111110101	0	1	0
111111111010	111111111100	100	111111110110	0	1	0
111111111011	111111111100	100	111111110111	0	1	0
111111111100	111111111100	100	111111111000	0	1	0
111111111101	111111111100	100	111111111001	0	1	0
111111111110	111111111100	100	111111111010	0	1	0
111111111111	111111111100	100	111111111011	0	1	0
000000000000	111111111101	100	111111111101	0	0	0
000000000001	111111111101	100	111111111110	0	0	0
000000000010	111111111101	100	111111111111	0	0	0
000000000011	111111111101	100	000000000000	0	1	1
000000000100	111111111101	100	000000000001	0	1	0
000000000101	111111111101	100	000000000010	0	1	0
000000000110	111111111101	100	000000000011	0	1	0
000000000111	111111111101	100	000000000100	0	1	0
111111111000	111111111101	100	111111110101	0	1	0
111111111001	111111111101	100	111111110110	0	1	0
111111111010	111111111101	100	111111110111	0	1	0
111111111011	111111111101	100	111111111000	0	1	0
111111111100	111111111101	100	111111111001	0	1	0
111111111101	111111111101	100	111111111010	0	1	0
111111111110	111111111101	100	111111111011	0	1	0
111111111111	111111111101	100	111111111100	0	1	0
000000000000	111111111110	100	111111111110	0	0	0
000000000001	111111111110	100	111111111111	0	0	0
000000000010	111111111110	100	000000000000	0	1	1
000000000011	111111111110	100	000000000001	0	1	0
000000000100	111111111110	100	000000000010	0	1	0
000000000101	111111111110	100	000000000011	0	1	0
000000000110	111111111110	100	000000000100	0	1	0
000000000111	111111111110	100	000000000101	0	1	0
111111111000	111111111110	100	111111110110	0	1	0
111111111001	111111111110	100	111111110111	0	1	0
111111111010	111111111110	100	111111111000	0	1	0
111111111011	111111111110	100	111111111001	0	1	0
111111111100	111111111110	100	111111111010	0	1	0
111111111101	111111111110	100	111111111011	0	1	0
111111111110	111111111110	100	111111111100	0	1	0
111111111111	111111111110	100	111111111101	0	1	0
000000000000	111111111111	100	111111111111	0	0	0
000000000001	111111111111	100	000000000000	0	1	1
000000000010	111111111111	100	000000000001	0	1	0
000000000011	111111111111	100	000000000010	0	1	0
000000000100	111111111111	100	000000000011	0	1	0
000000000101	111111111111	100	000000000100	0	1	0
000000000110	111111111111	100	000000000101	0	1	0
000000000111	111111111111	100	000000000110	0	1	0
111111111000	111111111111	100	111111110111	0	1	0
111111111001	111111111111	100	111111111000	0	1	0
111111111010	111111111111	100	111111111001	0	1	0
111111111011	111111111111	100	111111111010	0	1	0
111111111100	111111111111	100	111111111011	0	1	0
111111111101	111111111111	100	111111111100	0	1	0
111111111110	111111111111	100	111111111101	0	1	0
111111111111	111111111111	100	111111111110	0	1	0
000000000000	000000000000	101	000000000000	0	1	1
000000000001	000000000000	101	000000000001	0	1	0
000000000010	000000000000	101	000000000010	0	1	0
000000000011	000000000000	101	000000000011	0	1	0
000000000100	000000000000	101	000000000100	0	1	0
000000000101	000000000000	101	000000000101	0	1	0
000000000110	000000000000	101	000000000110	0	1	0
000000000111	000000000000	101	000000000111	0	1	0
111111111000	000000000000	101	111111111000	0	1	0
111111111001	000000000000	101	111111111001	0	1	0
111111111010	000000000000	101	111111111010	0	1	0
111111111011	000000000000	101	111111111011	0	1	0
111111111100	000000000000	101	111111111100	0	1	0
111111111101	000000000000	101	111111111101	0	1	0
111111111110	000000000000	101	111111111110	0	1	0
111111111111	000000000000	101	111111111111	0	1	0
000000000000	000000000001	101	111111111111	0	0	0
000000000001	000000000001	101	000000000000	0	1	1
000000000010	000000000001	101	000000000001	0	1	0
000000000011	000000000001	101	000000000010	0	1	0
000000000100	000000000001	101	000000000011	0	1	0
000000000101	000000000001	101	000000000100	0	1	0
000000000110	000000000001	101	000000000101	0	1	0
000000000111	000000000001	101	000000000110	0	1	0
111111111000	000000000001	101	111111110111	0	1	0
111111111001	000000000001	101	111111111000	0	1	0
111111111010	000000000001	101	111111111001	0	1	0
111111111011	000000000001	101	111111111010	0	1	0
111111111100	000000000001	101	111111111011	0	1	0
111111111101	000000000001	101	111111111100	0	1	0
111111111110	000000000001	101	111111111101	0	1	0
111111111111	000000000001	101	111111111110	0	1	0
000000000000	000000000010	101	111111111110	0	0	0
000000000001	000000000010	101	111111111111	0	0	0
000000000010	000000000010	101	000000000000	0	1	1
000000000011	000000000010	101	000000000001	0	1	0
000000000100	000000000010	101	000000000010	0	1	0
000000000101	000000000010	101	000000000011	0	1	0
000000000110	000000000010	101	000000000100	0	1	0
000000000111	000000000010	101	000000000101	0	1	0
111111111000	000000000010	101	111111110110	0	1	0
111111111001	000000000010	101	111111110111	0	1	0
111111111010	000000000010	101	111111111000	0	1	0
111111111011	000000000010	101	111111111001	0	1	0
111111111100	000000000010	101	111111111010	0	1	0
111111111101	000000000010	101	111111111011	0	1	0
111111111110	000000000010	101	111111111100	0	1	0
111111111111	000000000010	101	111111111101	0	1	0
000000000000	000000000011	101	111111111101	0	0	0
000000000001	000000000011	101	111111111110	0	0	0
000000000010	000000000011	101	111111111111	0	0	0
000000000011	000000000011	101	000000000000	0	1	1
000000000100	000000000011	101	000000000001	0	1	0
000000000101	000000000011	101	000000000010	0	1	0
000000000110	000000000011	101	000000000011	0	1	0
000000000111	000000000011	101	000000000100	0	1	0
111111111000	000000000011	101	111111110101	0	1	0
111111111001	000000000011	101	111111110110	0	1	0
111111111010	000000000011	101	111111110111	0	1	0
111111111011	000000000011	101	111111111000	0	1	0
111111111100	000000000011	101	111111111001	0	1	0
111111111101	000000000011	101	111111111010	0	1	0
111111111110	000000000011	101	111111111011	0	1	0
111111111111	000000000011	101	111111111100	0	1	0
000000000000	000000000100	101	111111111100	0	0	0
000000000001	000000000100	101	111111111101	0	0	0
000000000010	000000000100	101	111111111110	0	0	0
000000000011	000000000100	101	111111111111	0	0	0
000000000100	000000000100	101	000000000000	0	1	1
000000000101	000000000100	101	000000000001	0	1	0
000000000110	000000000100	101	000000000010	0	1	0
000000000111	000000000100	101	000000000011	0	1	0
111111111000	000000000100	101	111111110100	0	1	0
111111111001	000000000100	101	111111110101	0	1	0
111111111010	000000000100	101	111111110110	0	1	0
111111111011	000000000100	101	111111110111	0	1	0
111111111100	000000000100	101	111111111000	0	1	0
111111111101	000000000100	101	111111111001	0	1	0
111111111110	000000000100	101	111111111010	0	1	0
111111111111	000000000100	101	111111111011	0	1	0
000000000000	000000000101	101	111111111011	0	0	0
000000000001	000000000101	101	111111111100	0	0	0
000000000010	000000000101	101	111111111101	0	0	0
000000000011	000000000101	101	111111111110	0	0	0
000000000100	000000000101	101	111111111111	0	0	0
000000000101	000000000101	101	000000000000	0	1	1
000000000110	000000000101	101	000000000001	0	1	0
000000000111	000000000101	101	000000000010	0	1	0
111111111000	000000000101	101	111111110011	0	1	0
111111111001	000000000101	101	111111110100	0	1	0
111111111010	000000000101	101	111111110101	0	1	0
111111111011	000000000101	101	111111110110	0	1	0
111111111100	000000000101	101	111111110111	0	1	0
111111111101	000000000101	101	111111111000	0	1	0
111111111110	000000000101	101	111111111001	0	1	0
111111111111	000000000101	101	111111111010	0	1	0
000000000000	000000000110	101	111111111010	0	0	0
000000000001	000000000110	101	111111111011	0	0	0
000000000010	000000000110	101	111111111100	0	0	0
000000000011	000000000110	101	111111111101	0	0	0
000000000100	000000000110	101	111111111110	0	0	0
000000000101	000000000110	101	111111111111	0	0	0
000000000110	000000000110	101	000000000000	0	1	1
000000000111	000000000110	101	000000000001	0	1	0
111111111000	000000000110	101	111111110010	0	1	0
111111111001	000000000110	101	111111110011	0	1	0
111111111010	000000000110	101	111111110100	0	1	0
111111111011	000000000110	101	111111110101	0	1	0
111111111100	000000000110	101	111111110110	0	1	0
111111111101	000000000110	101	111111110111	0	1	0
111111111110	000000000110	101	111111111000	0	1	0
111111111111	000000000110	101	111111111001	0	1	0
000000000000	000000000111	101	111111111001	0	0	0
000000000001	000000000111	101	111111111010	0	0	0
000000000010	000000000111	101	111111111011	0	0	0
000000000011	000000000111	101	111111111100	0	0	0
000000000100	000000000111	101	111111111101	0	0	0
000000000101	000000000111	101	111111111110	0	0	0
000000000110	000000000111	101	111111111111	0	0	0
000000000111	000000000111	101	000000000000	0	1	1
111111111000	000000000111	101	111111110001	0	1	0
111111111001	000000000111	101	111111110010	0	1	0
111111111010	000000000111	101	111111110011	0	1	0
111111111011	000000000111	101	111111110100	0	1	0
111111111100	000000000111	101	111111110101	0	1	0
111111111101	000000000111	101	111111110110	0	1	0
111111111110	000000000111	101	111111110111	0	1	0
111111111111	000000000111	101	111111111000	0	1	0
000000000000	111111111000	101	000000001000	0	0	0
000000000001	111111111000	101	000000001001	0	0	0
000000000010	111111111000	101	000000001010	0	0	0
000000000011	111111111000	101	000000001011	0	0	0
000000000100	111111111000	101	000000001100	0	0	0
000000000101	111111111000	101	000000001101	0	0	0
000000000110	111111111000	101	000000001110	0	0	0
000000000111	111111111000	101	000000001111	0	0	0
111111111000	111111111000	101	000000000000	0	1	1
111111111001	111111111000	101	000000000001	0	1	0
111111111010	111111111000	101	000000000010	0	1	0
111111111011	111111111000	101	000000000011	0	1	0
111111111100	111111111000	101	000000000100	0	1	0
111111111101	111111111000	101	000000000101	0	1	0
111111111110	111111111000	101	000000000110	0	1	0
111111111111	111111111000	101	000000000111	0	1	0
000000000000	111111111001	101	000000000111	0	0	0
000000000001	111111111001	101	000000001000	0	0	0
000000000010	111111111001	101	000000001001	0	0	0
000000000011	111111111001	101	000000001010	0	0	0
000000000100	111111111001	101	000000001011	0	0	0
000000000101	111111111001	101	000000001100	0	0	0
000000000110	111111111001	101	000000001101	0	0	0
000000000111	111111111001	101	000000001110	0	0	0
111111111000	111111111001	101	111111111111	0	0	0
111111111001	111111111001	101	000000000000	0	1	1
111111111010	111111111001	101	000000000001	0	1	0
111111111011	111111111001	101	000000000010	0	1	0
111111111100	111111111001	101	000000000011	0	1	0
111111111101	111111111001	101	000000000100	0	1	0
111111111110	111111111001	101	000000000101	0	1	0
111111111111	111111111001	101	000000000110	0	1	0
000000000000	111111111010	101	000000000110	0	0	0
000000000001	111111111010	101	000000000111	0	0	0
000000000010	111111111010	101	000000001000	0	0	0
000000000011	111111111010	101	000000001001	0	0	0
000000000100	111111111010	101	000000001010	0	0	0
000000000101	111111111010	101	000000001011	0	0	0
000000000110	111111111010	101	000000001100	0	0	0
000000000111	111111111010	101	000000001101	0	0	0
111111111000	111111111010	101	111111111110	0	0	0
111111111001	111111111010	101	111111111111	0	0	0
111111111010	111111111010	101	000000000000	0	1	1
111111111011	111111111010	101	000000000001	0	1	0
111111111100	111111111010	101	000000000010	0	1	0
111111111101	111111111010	101	000000000011	0	1	0
111111111110	111111111010	101	000000000100	0	1	0
111111111111	111111111010	101	000000000101	0	1	0
000000000000	111111111011	101	000000000101	0	0	0
000000000001	111111111011	101	000000000110	0	0	0
000000000010	111111111011	101	000000000111	0	0	0
000000000011	111111111011	101	000000001000	0	0	0
000000000100	111111111011	101	000000001001	0	0	0
000000000101	111111111011	101	000000001010	0	0	0
000000000110	111111111011	101	000000001011	0	0	0
000000000111	111111111011	101	000000001100	0	0	0
111111111000	111111111011	101	111111111101	0	0	0
111111111001	111111111011	101	111111111110	0	0	0
111111111010	111111111011	101	111111111111	0	0	0
111111111011	111111111011	101	000000000000	0	1	1
111111111100	111111111011	101	000000000001	0	1	0
111111111101	111111111011	101	000000000010	0	1	0
111111111110	111111111011	101	000000000011	0	1	0
111111111111	111111111011	101	000000000100	0	1	0
000000000000	111111111100	101	000000000100	0	0	0
000000000001	111111111100	101	000000000101	0	0	0
000000000010	111111111100	101	000000000110	0	0	0
000000000011	111111111100	101	000000000111	0	0	0
000000000100	111111111100	101	000000001000	0	0	0
000000000101	111111111100	101	000000001001	0	0	0
000000000110	111111111100	101	000000001010	0	0	0
000000000111	111111111100	101	000000001011	0	0	0
111111111000	111111111100	101	111111111100	0	0	0
111111111001	111111111100	101	111111111101	0	0	0
111111111010	111111111100	101	111111111110	0	0	0
111111111011	111111111100	101	111111111111	0	0	0
111111111100	111111111100	101	000000000000	0	1	1
111111111101	111111111100	101	000000000001	0	1	0
111111111110	111111111100	101	000000000010	0	1	0
111111111111	111111111100	101	000000000011	0	1	0
000000000000	111111111101	101	000000000011	0	0	0
000000000001	111111111101	101	000000000100	0	0	0
000000000010	111111111101	101	000000000101	0	0	0
000000000011	111111111101	101	000000000110	0	0	0
000000000100	111111111101	101	000000000111	0	0	0
000000000101	111111111101	101	000000001000	0	0	0
000000000110	111111111101	101	000000001001	0	0	0
000000000111	111111111101	101	000000001010	0	0	0
111111111000	111111111101	101	111111111011	0	0	0
111111111001	111111111101	101	111111111100	0	0	0
111111111010	111111111101	101	111111111101	0	0	0
111111111011	111111111101	101	111111111110	0	0	0
111111111100	111111111101	101	111111111111	0	0	0
111111111101	111111111101	101	000000000000	0	1	1
111111111110	111111111101	101	000000000001	0	1	0
111111111111	111111111101	101	000000000010	0	1	0
000000000000	111111111110	101	000000000010	0	0	0
000000000001	111111111110	101	000000000011	0	0	0
000000000010	111111111110	101	000000000100	0	0	0
000000000011	111111111110	101	000000000101	0	0	0
000000000100	111111111110	101	000000000110	0	0	0
000000000101	111111111110	101	000000000111	0	0	0
000000000110	111111111110	101	000000001000	0	0	0
000000000111	111111111110	101	000000001001	0	0	0
111111111000	111111111110	101	111111111010	0	0	0
111111111001	111111111110	101	111111111011	0	0	0
111111111010	111111111110	101	111111111100	0	0	0
111111111011	111111111110	101	111111111101	0	0	0
111111111100	111111111110	101	111111111110	0	0	0
111111111101	111111111110	101	111111111111	0	0	0
111111111110	111111111110	101	000000000000	0	1	1
111111111111	111111111110	101	000000000001	0	1	0
000000000000	111111111111	101	000000000001	0	0	0
000000000001	111111111111	101	000000000010	0	0	0
000000000010	111111111111	101	000000000011	0	0	0
000000000011	111111111111	101	000000000100	0	0	0
000000000100	111111111111	101	000000000101	0	0	0
000000000101	111111111111	101	000000000110	0	0	0
000000000110	111111111111	101	000000000111	0	0	0
000000000111	111111111111	101	000000001000	0	0	0
111111111000	111111111111	101	111111111001	0	0	0
111111111001	111111111111	101	111111111010	0	0	0
111111111010	111111111111	101	111111111011	0	0	0
111111111011	111111111111	101	111111111100	0	0	0
111111111100	111111111111	101	111111111101	0	0	0
111111111101	111111111111	101	111111111110	0	0	0
111111111110	111111111111	101	111111111111	0	0	0
111111111111	111111111111	101	000000000000	0	1	1
000000000000	000000000000	110	000000000001	0	0	0
000000000001	000000000000	110	000000000010	0	0	0
000000000010	000000000000	110	000000000011	0	0	0
000000000011	000000000000	110	000000000100	0	0	0
000000000100	000000000000	110	000000000101	0	0	0
000000000101	000000000000	110	000000000110	0	0	0
000000000110	000000000000	110	000000000111	0	0	0
000000000111	000000000000	110	000000001000	0	0	0
111111111000	000000000000	110	111111111001	0	0	0
111111111001	000000000000	110	111111111010	0	0	0
111111111010	000000000000	110	111111111011	0	0	0
111111111011	000000000000	110	111111111100	0	0	0
111111111100	000000000000	110	111111111101	0	0	0
111111111101	000000000000	110	111111111110	0	0	0
111111111110	000000000000	110	111111111111	0	0	0
111111111111	000000000000	110	000000000000	0	1	1
000000000000	000000000001	110	000000000001	0	0	0
000000000001	000000000001	110	000000000010	0	0	0
000000000010	000000000001	110	000000000011	0	0	0
000000000011	000000000001	110	000000000100	0	0	0
000000000100	000000000001	110	000000000101	0	0	0
000000000101	000000000001	110	000000000110	0	0	0
000000000110	000000000001	110	000000000111	0	0	0
000000000111	000000000001	110	000000001000	0	0	0
111111111000	000000000001	110	111111111001	0	0	0
111111111001	000000000001	110	111111111010	0	0	0
111111111010	000000000001	110	111111111011	0	0	0
111111111011	000000000001	110	111111111100	0	0	0
111111111100	000000000001	110	111111111101	0	0	0
111111111101	000000000001	110	111111111110	0	0	0
111111111110	000000000001	110	111111111111	0	0	0
111111111111	000000000001	110	000000000000	0	1	1
000000000000	000000000010	110	000000000001	0	0	0
000000000001	000000000010	110	000000000010	0	0	0
000000000010	000000000010	110	000000000011	0	0	0
000000000011	000000000010	110	000000000100	0	0	0
000000000100	000000000010	110	000000000101	0	0	0
000000000101	000000000010	110	000000000110	0	0	0
000000000110	000000000010	110	000000000111	0	0	0
000000000111	000000000010	110	000000001000	0	0	0
111111111000	000000000010	110	111111111001	0	0	0
111111111001	000000000010	110	111111111010	0	0	0
111111111010	000000000010	110	111111111011	0	0	0
111111111011	000000000010	110	111111111100	0	0	0
111111111100	000000000010	110	111111111101	0	0	0
111111111101	000000000010	110	111111111110	0	0	0
111111111110	000000000010	110	111111111111	0	0	0
111111111111	000000000010	110	000000000000	0	1	1
000000000000	000000000011	110	000000000001	0	0	0
000000000001	000000000011	110	000000000010	0	0	0
000000000010	000000000011	110	000000000011	0	0	0
000000000011	000000000011	110	000000000100	0	0	0
000000000100	000000000011	110	000000000101	0	0	0
000000000101	000000000011	110	000000000110	0	0	0
000000000110	000000000011	110	000000000111	0	0	0
000000000111	000000000011	110	000000001000	0	0	0
111111111000	000000000011	110	111111111001	0	0	0
111111111001	000000000011	110	111111111010	0	0	0
111111111010	000000000011	110	111111111011	0	0	0
111111111011	000000000011	110	111111111100	0	0	0
111111111100	000000000011	110	111111111101	0	0	0
111111111101	000000000011	110	111111111110	0	0	0
111111111110	000000000011	110	111111111111	0	0	0
111111111111	000000000011	110	000000000000	0	1	1
000000000000	000000000100	110	000000000001	0	0	0
000000000001	000000000100	110	000000000010	0	0	0
000000000010	000000000100	110	000000000011	0	0	0
000000000011	000000000100	110	000000000100	0	0	0
000000000100	000000000100	110	000000000101	0	0	0
000000000101	000000000100	110	000000000110	0	0	0
000000000110	000000000100	110	000000000111	0	0	0
000000000111	000000000100	110	000000001000	0	0	0
111111111000	000000000100	110	111111111001	0	0	0
111111111001	000000000100	110	111111111010	0	0	0
111111111010	000000000100	110	111111111011	0	0	0
111111111011	000000000100	110	111111111100	0	0	0
111111111100	000000000100	110	111111111101	0	0	0
111111111101	000000000100	110	111111111110	0	0	0
111111111110	000000000100	110	111111111111	0	0	0
111111111111	000000000100	110	000000000000	0	1	1
000000000000	000000000101	110	000000000001	0	0	0
000000000001	000000000101	110	000000000010	0	0	0
000000000010	000000000101	110	000000000011	0	0	0
000000000011	000000000101	110	000000000100	0	0	0
000000000100	000000000101	110	000000000101	0	0	0
000000000101	000000000101	110	000000000110	0	0	0
000000000110	000000000101	110	000000000111	0	0	0
000000000111	000000000101	110	000000001000	0	0	0
111111111000	000000000101	110	111111111001	0	0	0
111111111001	000000000101	110	111111111010	0	0	0
111111111010	000000000101	110	111111111011	0	0	0
111111111011	000000000101	110	111111111100	0	0	0
111111111100	000000000101	110	111111111101	0	0	0
111111111101	000000000101	110	111111111110	0	0	0
111111111110	000000000101	110	111111111111	0	0	0
111111111111	000000000101	110	000000000000	0	1	1
000000000000	000000000110	110	000000000001	0	0	0
000000000001	000000000110	110	000000000010	0	0	0
000000000010	000000000110	110	000000000011	0	0	0
000000000011	000000000110	110	000000000100	0	0	0
000000000100	000000000110	110	000000000101	0	0	0
000000000101	000000000110	110	000000000110	0	0	0
000000000110	000000000110	110	000000000111	0	0	0
000000000111	000000000110	110	000000001000	0	0	0
111111111000	000000000110	110	111111111001	0	0	0
111111111001	000000000110	110	111111111010	0	0	0
111111111010	000000000110	110	111111111011	0	0	0
111111111011	000000000110	110	111111111100	0	0	0
111111111100	000000000110	110	111111111101	0	0	0
111111111101	000000000110	110	111111111110	0	0	0
111111111110	000000000110	110	111111111111	0	0	0
111111111111	000000000110	110	000000000000	0	1	1
000000000000	000000000111	110	000000000001	0	0	0
000000000001	000000000111	110	000000000010	0	0	0
000000000010	000000000111	110	000000000011	0	0	0
000000000011	000000000111	110	000000000100	0	0	0
000000000100	000000000111	110	000000000101	0	0	0
000000000101	000000000111	110	000000000110	0	0	0
000000000110	000000000111	110	000000000111	0	0	0
000000000111	000000000111	110	000000001000	0	0	0
111111111000	000000000111	110	111111111001	0	0	0
111111111001	000000000111	110	111111111010	0	0	0
111111111010	000000000111	110	111111111011	0	0	0
111111111011	000000000111	110	111111111100	0	0	0
111111111100	000000000111	110	111111111101	0	0	0
111111111101	000000000111	110	111111111110	0	0	0
111111111110	000000000111	110	111111111111	0	0	0
111111111111	000000000111	110	000000000000	0	1	1
000000000000	111111111000	110	000000000001	0	0	0
000000000001	111111111000	110	000000000010	0	0	0
000000000010	111111111000	110	000000000011	0	0	0
000000000011	111111111000	110	000000000100	0	0	0
000000000100	111111111000	110	000000000101	0	0	0
000000000101	111111111000	110	000000000110	0	0	0
000000000110	111111111000	110	000000000111	0	0	0
000000000111	111111111000	110	000000001000	0	0	0
111111111000	111111111000	110	111111111001	0	0	0
111111111001	111111111000	110	111111111010	0	0	0
111111111010	111111111000	110	111111111011	0	0	0
111111111011	111111111000	110	111111111100	0	0	0
111111111100	111111111000	110	111111111101	0	0	0
111111111101	111111111000	110	111111111110	0	0	0
111111111110	111111111000	110	111111111111	0	0	0
111111111111	111111111000	110	000000000000	0	1	1
000000000000	111111111001	110	000000000001	0	0	0
000000000001	111111111001	110	000000000010	0	0	0
000000000010	111111111001	110	000000000011	0	0	0
000000000011	111111111001	110	000000000100	0	0	0
000000000100	111111111001	110	000000000101	0	0	0
000000000101	111111111001	110	000000000110	0	0	0
000000000110	111111111001	110	000000000111	0	0	0
000000000111	111111111001	110	000000001000	0	0	0
111111111000	111111111001	110	111111111001	0	0	0
111111111001	111111111001	110	111111111010	0	0	0
111111111010	111111111001	110	111111111011	0	0	0
111111111011	111111111001	110	111111111100	0	0	0
111111111100	111111111001	110	111111111101	0	0	0
111111111101	111111111001	110	111111111110	0	0	0
111111111110	111111111001	110	111111111111	0	0	0
111111111111	111111111001	110	000000000000	0	1	1
000000000000	111111111010	110	000000000001	0	0	0
000000000001	111111111010	110	000000000010	0	0	0
000000000010	111111111010	110	000000000011	0	0	0
000000000011	111111111010	110	000000000100	0	0	0
000000000100	111111111010	110	000000000101	0	0	0
000000000101	111111111010	110	000000000110	0	0	0
000000000110	111111111010	110	000000000111	0	0	0
000000000111	111111111010	110	000000001000	0	0	0
111111111000	111111111010	110	111111111001	0	0	0
111111111001	111111111010	110	111111111010	0	0	0
111111111010	111111111010	110	111111111011	0	0	0
111111111011	111111111010	110	111111111100	0	0	0
111111111100	111111111010	110	111111111101	0	0	0
111111111101	111111111010	110	111111111110	0	0	0
111111111110	111111111010	110	111111111111	0	0	0
111111111111	111111111010	110	000000000000	0	1	1
000000000000	111111111011	110	000000000001	0	0	0
000000000001	111111111011	110	000000000010	0	0	0
000000000010	111111111011	110	000000000011	0	0	0
000000000011	111111111011	110	000000000100	0	0	0
000000000100	111111111011	110	000000000101	0	0	0
000000000101	111111111011	110	000000000110	0	0	0
000000000110	111111111011	110	000000000111	0	0	0
000000000111	111111111011	110	000000001000	0	0	0
111111111000	111111111011	110	111111111001	0	0	0
111111111001	111111111011	110	111111111010	0	0	0
111111111010	111111111011	110	111111111011	0	0	0
111111111011	111111111011	110	111111111100	0	0	0
111111111100	111111111011	110	111111111101	0	0	0
111111111101	111111111011	110	111111111110	0	0	0
111111111110	111111111011	110	111111111111	0	0	0
111111111111	111111111011	110	000000000000	0	1	1
000000000000	111111111100	110	000000000001	0	0	0
000000000001	111111111100	110	000000000010	0	0	0
000000000010	111111111100	110	000000000011	0	0	0
000000000011	111111111100	110	000000000100	0	0	0
000000000100	111111111100	110	000000000101	0	0	0
000000000101	111111111100	110	000000000110	0	0	0
000000000110	111111111100	110	000000000111	0	0	0
000000000111	111111111100	110	000000001000	0	0	0
111111111000	111111111100	110	111111111001	0	0	0
111111111001	111111111100	110	111111111010	0	0	0
111111111010	111111111100	110	111111111011	0	0	0
111111111011	111111111100	110	111111111100	0	0	0
111111111100	111111111100	110	111111111101	0	0	0
111111111101	111111111100	110	111111111110	0	0	0
111111111110	111111111100	110	111111111111	0	0	0
111111111111	111111111100	110	000000000000	0	1	1
000000000000	111111111101	110	000000000001	0	0	0
000000000001	111111111101	110	000000000010	0	0	0
000000000010	111111111101	110	000000000011	0	0	0
000000000011	111111111101	110	000000000100	0	0	0
000000000100	111111111101	110	000000000101	0	0	0
000000000101	111111111101	110	000000000110	0	0	0
000000000110	111111111101	110	000000000111	0	0	0
000000000111	111111111101	110	000000001000	0	0	0
111111111000	111111111101	110	111111111001	0	0	0
111111111001	111111111101	110	111111111010	0	0	0
111111111010	111111111101	110	111111111011	0	0	0
111111111011	111111111101	110	111111111100	0	0	0
111111111100	111111111101	110	111111111101	0	0	0
111111111101	111111111101	110	111111111110	0	0	0
111111111110	111111111101	110	111111111111	0	0	0
111111111111	111111111101	110	000000000000	0	1	1
000000000000	111111111110	110	000000000001	0	0	0
000000000001	111111111110	110	000000000010	0	0	0
000000000010	111111111110	110	000000000011	0	0	0
000000000011	111111111110	110	000000000100	0	0	0
000000000100	111111111110	110	000000000101	0	0	0
000000000101	111111111110	110	000000000110	0	0	0
000000000110	111111111110	110	000000000111	0	0	0
000000000111	111111111110	110	000000001000	0	0	0
111111111000	111111111110	110	111111111001	0	0	0
111111111001	111111111110	110	111111111010	0	0	0
111111111010	111111111110	110	111111111011	0	0	0
111111111011	111111111110	110	111111111100	0	0	0
111111111100	111111111110	110	111111111101	0	0	0
111111111101	111111111110	110	111111111110	0	0	0
111111111110	111111111110	110	111111111111	0	0	0
111111111111	111111111110	110	000000000000	0	1	1
000000000000	111111111111	110	000000000001	0	0	0
000000000001	111111111111	110	000000000010	0	0	0
000000000010	111111111111	110	000000000011	0	0	0
000000000011	111111111111	110	000000000100	0	0	0
000000000100	111111111111	110	000000000101	0	0	0
000000000101	111111111111	110	000000000110	0	0	0
000000000110	111111111111	110	000000000111	0	0	0
000000000111	111111111111	110	000000001000	0	0	0
111111111000	111111111111	110	111111111001	0	0	0
111111111001	111111111111	110	111111111010	0	0	0
111111111010	111111111111	110	111111111011	0	0	0
111111111011	111111111111	110	111111111100	0	0	0
111111111100	111111111111	110	111111111101	0	0	0
111111111101	111111111111	110	111111111110	0	0	0
111111111110	111111111111	110	111111111111	0	0	0
111111111111	111111111111	110	000000000000	0	1	1
000000000000	000000000000	111	111111111111	0	0	0
000000000001	000000000000	111	000000000000	0	1	1
000000000010	000000000000	111	000000000001	0	1	0
000000000011	000000000000	111	000000000010	0	1	0
000000000100	000000000000	111	000000000011	0	1	0
000000000101	000000000000	111	000000000100	0	1	0
000000000110	000000000000	111	000000000101	0	1	0
000000000111	000000000000	111	000000000110	0	1	0
111111111000	000000000000	111	111111110111	0	1	0
111111111001	000000000000	111	111111111000	0	1	0
111111111010	000000000000	111	111111111001	0	1	0
111111111011	000000000000	111	111111111010	0	1	0
111111111100	000000000000	111	111111111011	0	1	0
111111111101	000000000000	111	111111111100	0	1	0
111111111110	000000000000	111	111111111101	0	1	0
111111111111	000000000000	111	111111111110	0	1	0
000000000000	000000000001	111	111111111111	0	0	0
000000000001	000000000001	111	000000000000	0	1	1
000000000010	000000000001	111	000000000001	0	1	0
000000000011	000000000001	111	000000000010	0	1	0
000000000100	000000000001	111	000000000011	0	1	0
000000000101	000000000001	111	000000000100	0	1	0
000000000110	000000000001	111	000000000101	0	1	0
000000000111	000000000001	111	000000000110	0	1	0
111111111000	000000000001	111	111111110111	0	1	0
111111111001	000000000001	111	111111111000	0	1	0
111111111010	000000000001	111	111111111001	0	1	0
