"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","tot"
"503",503,"2012-05-17",2,1,5,0,4,1,1,19.886651,21.792458,0.52,15.374825,1242,6142,7384
"504",504,"2012-05-18",2,1,5,0,5,1,1,18.515849,20.373986,0.523333,9.166739,1521,6118,7639
"505",505,"2012-05-19",2,1,5,0,6,0,1,20.2,21.415928,0.45625,5.626325,3410,4884,8294
"506",506,"2012-05-20",2,1,5,0,0,0,1,21.179151,22.541822,0.530417,17.042589,2704,4425,7129
"507",507,"2012-05-21",2,1,5,0,1,1,2,20.121651,21.334022,0.81125,15.624668,630,3729,4359
"508",508,"2012-05-22",2,1,5,0,2,1,2,20.905,22.33445,0.765833,7.917189,819,5254,6073
"509",509,"2012-05-23",2,1,5,0,3,1,2,21.218349,22.584392,0.774583,6.834,766,4494,5260
"510",510,"2012-05-24",2,1,5,0,4,1,1,22.785,24.0422,0.716667,11.584032,1059,5711,6770
"511",511,"2012-05-25",2,1,5,0,5,1,1,23.96,25.416914,0.747083,9.41685,1417,5317,6734
"512",512,"2012-05-26",2,1,5,0,6,0,1,24.5475,26.417936,0.7325,13.332464,2855,3681,6536
"513",513,"2012-05-27",2,1,5,0,0,0,1,24.43,26.33405,0.697083,14.416457,3283,3308,6591
"514",514,"2012-05-28",2,1,5,1,1,0,1,25.4875,28.8338,0.67625,13.166907,2557,3486,6043
"515",515,"2012-05-29",2,1,5,0,2,1,1,25.9575,28.417472,0.684583,19.7918,880,4863,5743
"516",516,"2012-05-30",2,1,5,0,3,1,2,22.863349,24.334514,0.67,9.000043,745,6110,6855
"517",517,"2012-05-31",2,1,5,0,4,1,1,23.96,25.667714,0.492917,13.083693,1100,6238,7338
"518",518,"2012-06-01",2,1,6,0,5,1,2,22.745849,24.125492,0.755417,15.916721,533,3594,4127
"519",519,"2012-06-02",2,1,6,0,6,0,1,19.416651,21.375008,0.549167,12.499654,2795,5325,8120
"520",520,"2012-06-03",2,1,6,0,0,0,1,20.3175,21.958778,0.493333,12.333829,2494,5147,7641
"521",521,"2012-06-04",2,1,6,0,1,1,1,20.0825,22.166678,0.487083,19.083811,1071,5927,6998
"522",522,"2012-06-05",2,1,6,0,2,1,2,17.419151,18.708872,0.613333,14.041525,968,6033,7001
"523",523,"2012-06-06",2,1,6,0,3,1,1,18.045849,19.791272,0.61125,5.167375,1027,6028,7055
"524",524,"2012-06-07",2,1,6,0,4,1,1,20.3175,21.583172,0.567083,10.54245,1038,6456,7494
"525",525,"2012-06-08",2,1,6,0,5,1,1,22.510849,23.458892,0.467917,11.750661,1488,6248,7736
"526",526,"2012-06-09",2,1,6,0,6,0,1,25.409151,26.792222,0.437083,9.667229,2708,4790,7498
"527",527,"2012-06-10",2,1,6,0,0,0,1,26.153349,27.792122,0.538333,8.959307,2224,4374,6598
"528",528,"2012-06-11",2,1,6,0,1,1,2,25.879151,27.541586,0.587917,13.916771,1017,5647,6664
"529",529,"2012-06-12",2,1,6,0,2,1,2,22.706651,23.45975,0.833333,14.374582,477,4495,4972
"530",530,"2012-06-13",2,1,6,0,3,1,1,22.824151,24.333722,0.582083,22.999693,1173,6248,7421
"531",531,"2012-06-14",2,1,6,0,4,1,1,22.471651,25.209278,0.569583,17.000111,1180,6183,7363
"532",532,"2012-06-15",2,1,6,0,5,1,1,22.040849,23.583764,0.589583,11.833339,1563,6102,7665
"533",533,"2012-06-16",2,1,6,0,6,0,1,21.688349,23.250728,0.504167,11.166689,2963,4739,7702
"534",534,"2012-06-17",2,1,6,0,0,0,1,19.8475,21.75035,0.59875,9.708568,2634,4344,6978
"535",535,"2012-06-18",2,1,6,0,1,1,2,18.711651,19.959572,0.777917,11.707982,653,4446,5099
"536",536,"2012-06-19",2,1,6,0,2,1,1,24.351651,27.209672,0.69,9.917139,968,5857,6825
"537",537,"2012-06-20",2,1,6,0,3,1,1,28.7775,31.58435,0.592083,7.625404,872,5339,6211
"538",538,"2012-06-21",3,1,6,0,4,1,1,29.874151,33.667772,0.567917,7.958729,778,5127,5905
"539",539,"2012-06-22",3,1,6,0,5,1,1,28.5425,31.791986,0.57375,12.250414,964,4859,5823
"540",540,"2012-06-23",3,1,6,0,6,0,1,26.388349,27.084272,0.534583,12.041307,2657,4801,7458
"541",541,"2012-06-24",3,1,6,0,0,0,1,26.936651,28.500764,0.479167,9.750175,2551,4340,6891
"542",542,"2012-06-25",3,1,6,0,1,1,1,25.644151,27.166772,0.504167,20.125661,1139,5640,6779
"543",543,"2012-06-26",3,1,6,0,2,1,1,21.649151,23.250464,0.373333,23.292014,1077,6365,7442
"544",544,"2012-06-27",3,1,6,0,3,1,1,24.7825,26.292272,0.36,18.208925,1077,6258,7335
"545",545,"2012-06-28",3,1,6,0,4,1,1,27.210849,28.583792,0.4225,11.50055,921,5958,6879
"546",546,"2012-06-29",3,1,6,0,5,1,1,31.205849,35.916458,0.48875,11.082939,829,4634,5463
"547",547,"2012-06-30",3,1,6,0,6,0,1,27.955,29.375528,0.60125,10.791757,1455,4232,5687
"548",548,"2012-07-01",3,1,7,0,0,0,1,30.344151,33.541514,0.51875,11.291443,1421,4110,5531
"549",549,"2012-07-02",3,1,7,0,1,1,1,28.738349,30.334508,0.447083,13.082889,904,5323,6227
"550",550,"2012-07-03",3,1,7,0,2,1,1,28.699151,30.3749,0.492083,8.457879,1052,5608,6660
"551",551,"2012-07-04",3,1,7,1,3,0,1,29.090849,32.334242,0.53875,9.04165,2562,4841,7403
"552",552,"2012-07-05",3,1,7,0,4,1,1,30.8925,34.250222,0.457917,12.999943,1405,4836,6241
"553",553,"2012-07-06",3,1,7,0,5,1,1,30.931651,33.667178,0.450833,9.791514,1366,4841,6207
"554",554,"2012-07-07",3,1,7,0,6,0,1,32.498349,37.124258,0.492083,10.958118,1448,3392,4840
"555",555,"2012-07-08",3,1,7,0,0,0,1,30.6575,36.166136,0.57375,8.417143,1203,3469,4672
"556",556,"2012-07-09",3,1,7,0,1,1,2,25.409151,27.167564,0.683333,12.125325,998,5571,6569
"557",557,"2012-07-10",3,1,7,0,2,1,2,25.879151,27.876536,0.6675,10.166379,954,5336,6290
"558",558,"2012-07-11",3,1,7,0,3,1,1,25.683349,26.917886,0.633333,10.166111,975,6289,7264
"559",559,"2012-07-12",3,1,7,0,4,1,1,25.644151,27.209078,0.529583,9.833925,1032,6414,7446
"560",560,"2012-07-13",3,1,7,0,5,1,2,26.388349,28.083578,0.485833,5.41695,1511,5988,7499
"561",561,"2012-07-14",3,1,7,0,6,0,2,25.056651,27.958772,0.699167,9.626493,2355,4614,6969
"562",562,"2012-07-15",3,1,7,0,0,0,1,27.054151,30.542936,0.717917,11.166689,1920,4111,6031
"563",563,"2012-07-16",3,1,7,0,1,1,1,27.876651,31.79225,0.645,11.000529,1088,5742,6830
"564",564,"2012-07-17",3,1,7,0,2,1,1,30.461651,33.875078,0.505833,7.666743,921,5865,6786
"565",565,"2012-07-18",3,1,7,0,3,1,1,29.286651,33.208478,0.577083,9.208614,799,4914,5713
"566",566,"2012-07-19",3,1,7,0,4,1,1,28.19,31.166372,0.600417,11.083743,888,5703,6591
"567",567,"2012-07-20",3,1,7,0,5,1,2,23.294151,24.45965,0.844167,14.000789,747,5123,5870
"568",568,"2012-07-21",3,1,7,0,6,0,3,20.004151,20.294192,0.865417,14.2911,1264,3195,4459
"569",569,"2012-07-22",3,1,7,0,0,0,2,23.3725,25.12625,0.7625,6.2926936,2544,4866,7410
"570",570,"2012-07-23",3,1,7,0,1,1,1,26.858349,29.541122,0.694167,9.291761,1135,5831,6966
"571",571,"2012-07-24",3,1,7,0,2,1,1,27.289151,30.6257,0.655,14.167418,1140,6452,7592
"572",572,"2012-07-25",3,1,7,0,3,1,1,26.035849,27.167564,0.45,11.0416,1383,6790,8173
"573",573,"2012-07-26",3,1,7,0,4,1,1,28.503349,32.791358,0.596667,19.082471,1036,5825,6861
"574",574,"2012-07-27",3,1,7,0,5,1,1,28.738349,32.458322,0.594583,10.250464,1259,5645,6904
"575",575,"2012-07-28",3,1,7,0,6,0,1,27.524151,30.041864,0.613333,10.54245,2234,4451,6685
"576",576,"2012-07-29",3,1,7,0,0,0,1,25.918349,28.083578,0.62375,11.416532,2153,4444,6597
"577",577,"2012-07-30",3,1,7,0,1,1,1,26.349151,29.209142,0.66875,10.292339,1040,6065,7105
"578",578,"2012-07-31",3,1,7,0,2,1,1,25.526651,27.751136,0.704167,11.083475,968,6248,7216
"579",579,"2012-08-01",3,1,8,0,3,1,1,25.7225,28.042328,0.6775,9.458993,1074,6506,7580
"580",580,"2012-08-02",3,1,8,0,4,1,1,27.3675,30.667808,0.659583,8.666718,983,6278,7261
"581",581,"2012-08-03",3,1,8,0,5,1,2,27.994151,31.709222,0.6425,14.458064,1328,5847,7175
"582",582,"2012-08-04",3,1,8,0,6,0,1,29.286651,33.583622,0.613333,17.249686,2345,4479,6824
"583",583,"2012-08-05",3,1,8,0,0,0,1,28.150849,32.251214,0.6525,19.458207,1707,3757,5464
"584",584,"2012-08-06",3,1,8,0,1,1,2,27.3675,30.876236,0.654167,8.666718,1233,5780,7013
"585",585,"2012-08-07",3,1,8,0,2,1,2,26.584151,30.042986,0.70375,7.832836,1278,5995,7273
"586",586,"2012-08-08",3,1,8,0,3,1,2,27.25,30.709322,0.672917,7.4169,1263,6271,7534
"587",587,"2012-08-09",3,1,8,0,4,1,1,27.524151,30.167528,0.620417,10.4587,1196,6090,7286
"588",588,"2012-08-10",3,1,8,0,5,1,2,25.644151,28.084172,0.715833,16.000471,1065,4721,5786
"589",589,"2012-08-11",3,1,8,0,6,0,2,24.5475,26.125622,0.732917,13.834093,2247,4052,6299
"590",590,"2012-08-12",3,1,8,0,0,0,1,24.939151,26.542214,0.530417,8.208304,2182,4362,6544
"591",591,"2012-08-13",3,1,8,0,1,1,1,25.879151,27.708764,0.545417,9.126204,1207,5676,6883
"592",592,"2012-08-14",3,1,8,0,2,1,1,26.153349,28.667414,0.686667,11.333586,1128,5656,6784
"593",593,"2012-08-15",3,1,8,0,3,1,1,25.213349,27.166442,0.619583,11.374657,1198,6149,7347
"594",594,"2012-08-16",3,1,8,0,4,1,1,25.800849,27.209408,0.519167,9.500332,1338,6267,7605
"595",595,"2012-08-17",3,1,8,0,5,1,1,25.996651,-0.00159999999999982,0.570833,15.500718,1483,5665,7148
"596",596,"2012-08-18",3,1,8,0,6,0,1,23.881651,24.792686,0.603333,11.917089,2827,5038,7865
"597",597,"2012-08-19",3,1,8,0,0,0,2,21.884151,23.834564,0.711667,5.79215,1208,3341,4549
"598",598,"2012-08-20",3,1,8,0,1,1,2,21.884151,23.333822,0.734167,8.708593,1026,5504,6530
"599",599,"2012-08-21",3,1,8,0,2,1,1,22.510849,23.66765,0.67375,4.8756436,1081,5925,7006
"600",600,"2012-08-22",3,1,8,0,3,1,1,23.3725,25.042364,0.677083,4.7089811,1094,6281,7375
"601",601,"2012-08-23",3,1,8,0,4,1,1,24.704151,26.042528,0.635833,5.6679186,1363,6402,7765
"602",602,"2012-08-24",3,1,8,0,5,1,2,25.0175,26.7086,0.615,4.8337686,1325,6257,7582
"603",603,"2012-08-25",3,1,8,0,6,0,2,23.098349,24.833936,0.712917,16.375336,1829,4224,6053
"604",604,"2012-08-26",3,1,8,0,0,0,2,22.706651,23.335736,0.845833,15.333486,1483,3772,5255
"605",605,"2012-08-27",3,1,8,0,1,1,1,25.056651,27.209408,0.730417,8.625111,989,5928,6917
"606",606,"2012-08-28",3,1,8,0,2,1,1,26.231651,27.9593,0.62,12.791975,935,6105,7040
"607",607,"2012-08-29",3,1,8,0,3,1,1,24.195,25.958378,0.552083,7.541654,1177,6520,7697
"608",608,"2012-08-30",3,1,8,0,4,1,1,25.213349,27.083414,0.590417,5.1668189,1172,6541,7713
"609",609,"2012-08-31",3,1,8,0,5,1,1,27.915849,29.5004,0.5875,11.291711,1433,5917,7350
"610",610,"2012-09-01",3,1,9,0,6,0,2,27.406651,30.375164,0.638333,7.583529,2352,3788,6140
"611",611,"2012-09-02",3,1,9,0,0,0,2,24.743349,26.834,0.815,4.2927436,2613,3197,5810
"612",612,"2012-09-03",3,1,9,1,1,0,1,25.2525,27.667514,0.790833,10.125107,1965,4069,6034
"613",613,"2012-09-04",3,1,9,0,2,1,1,26.114151,29.334608,0.755,15.833507,867,5997,6864
"614",614,"2012-09-05",3,1,9,0,3,1,1,26.623349,30.792878,0.74125,12.583136,832,6280,7112
"615",615,"2012-09-06",3,1,9,0,4,1,2,24.743349,27.251714,0.810417,9.542207,611,5592,6203
"616",616,"2012-09-07",3,1,9,0,5,1,1,25.056651,27.375464,0.73625,11.500282,1045,6459,7504
"617",617,"2012-09-08",3,1,9,0,6,0,2,22.980849,24.333986,0.799167,18.833968,1557,4419,5976
"618",618,"2012-09-09",3,1,9,0,0,0,1,20.67,22.20905,0.5475,15.041232,2570,5657,8227
"619",619,"2012-09-10",3,1,9,0,1,1,1,19.416651,21.333164,0.50375,17.333771,1118,6407,7525
"620",620,"2012-09-11",3,1,9,0,2,1,1,19.1425,20.583272,0.52,6.1676314,1070,6697,7767
"621",621,"2012-09-12",3,1,9,0,3,1,1,20.160849,21.62495,0.577083,8.833682,1050,6820,7870
"622",622,"2012-09-13",3,1,9,0,4,1,1,20.7875,22.250828,0.637083,5.5422936,1054,6750,7804
"623",623,"2012-09-14",3,1,9,0,5,1,1,21.766651,23.209478,0.6725,6.958821,1379,6630,8009
"624",624,"2012-09-15",3,1,9,0,6,0,1,20.591651,22.667222,0.501667,16.583907,3160,5554,8714
"625",625,"2012-09-16",3,1,9,0,0,0,1,19.26,21.16625,0.57,6.0422811,2166,5167,7333
"626",626,"2012-09-17",3,1,9,0,1,1,2,19.299151,20.5013,0.734583,10.166714,1022,5847,6869
"627",627,"2012-09-18",3,1,9,0,2,1,2,21.296651,21.294422,0.8725,23.958329,371,3702,4073
"628",628,"2012-09-19",3,1,9,0,3,1,1,17.9675,19.666664,0.536667,14.416725,788,6803,7591
"629",629,"2012-09-20",3,1,9,0,4,1,1,17.693349,19.124672,0.618333,7.917189,939,6781,7720
"630",630,"2012-09-21",3,1,9,0,5,1,1,20.160849,21.750086,0.66875,10.333343,1250,6917,8167
"631",631,"2012-09-22",3,1,9,0,6,0,1,22.55,24.292208,0.646667,19.000061,2512,5883,8395
"632",632,"2012-09-23",4,1,9,0,0,0,1,16.870849,18.249578,0.467083,14.958286,2454,5453,7907
"633",633,"2012-09-24",4,1,9,0,1,1,1,16.165849,17.165858,0.492917,9.541068,1001,6435,7436
"634",634,"2012-09-25",4,1,9,0,2,1,1,17.85,19.915814,0.57,15.833507,845,6693,7538
"635",635,"2012-09-26",4,1,9,0,3,1,1,21.845,23.376458,0.630833,16.3748,787,6946,7733
"636",636,"2012-09-27",4,1,9,0,4,1,2,22.55,24.12635,0.690833,9.000914,751,6642,7393
"637",637,"2012-09-28",4,1,9,0,5,1,2,21.100849,22.666958,0.69,10.999993,1045,6370,7415
"638",638,"2012-09-29",4,1,9,0,6,0,1,17.4975,18.999536,0.542917,15.249468,2589,5966,8555
"639",639,"2012-09-30",4,1,9,0,0,0,1,16.753349,18.165758,0.583333,9.042186,2015,4874,6889
"640",640,"2012-10-01",4,1,10,0,1,1,2,16.479151,17.792,0.649167,6.0838814,763,6015,6778
"641",641,"2012-10-02",4,1,10,0,2,1,3,19.769151,19.793978,0.871667,6.999825,315,4324,4639
"642",642,"2012-10-03",4,1,10,0,3,1,2,22.9025,23.542778,0.79375,4.4585686,728,6844,7572
"643",643,"2012-10-04",4,1,10,0,4,1,2,22.9025,24.12635,0.722917,7.875582,891,6437,7328
"644",644,"2012-10-05",4,1,10,0,5,1,1,20.905,22.292342,0.6275,7.12545,1516,6640,8156
"645",645,"2012-10-06",4,1,10,0,6,0,1,18.045849,19.542386,0.664167,17.957675,3031,4934,7965
"646",646,"2012-10-07",4,1,10,0,0,0,2,11.544151,11.707658,0.708333,9.457854,781,2729,3510
"647",647,"2012-10-08",4,1,10,1,1,0,2,10.016651,9.582128,0.709583,12.708493,874,4604,5478
"648",648,"2012-10-09",4,1,10,0,2,1,2,12.993349,12.915392,0.761667,12.7501,601,5791,6392
"649",649,"2012-10-10",4,1,10,0,3,1,1,16.165849,17.207372,0.630833,12.584007,780,6911,7691
"650",650,"2012-10-11",4,1,10,0,4,1,1,12.445,12.457022,0.463333,12.166932,834,6736,7570
"651",651,"2012-10-12",4,1,10,0,5,1,1,12.5625,12.582686,0.539167,15.751164,1060,6222,7282
"652",652,"2012-10-13",4,1,10,0,6,0,1,10.486651,9.832136,0.494583,9.791514,2252,4857,7109
"653",653,"2012-10-14",4,1,10,0,0,0,1,16.518349,17.541464,0.640417,18.667004,2080,4559,6639
"654",654,"2012-10-15",4,1,10,0,1,1,2,18.398349,19.5839,0.7075,19.834479,760,5115,5875
"655",655,"2012-10-16",4,1,10,0,2,1,1,14.011651,14.415836,0.558333,12.208807,922,6612,7534
"656",656,"2012-10-17",4,1,10,0,3,1,1,13.424151,13.707128,0.692917,6.791857,979,6482,7461
"657",657,"2012-10-18",4,1,10,0,4,1,2,16.5575,17.83325,0.728333,15.874779,1008,6501,7509
"658",658,"2012-10-19",4,1,10,0,5,1,2,18.476651,19.501136,0.815,9.041918,753,4671,5424
"659",659,"2012-10-20",4,1,10,0,6,0,1,14.755849,15.207572,0.572917,7.874979,2806,5284,8090
"660",660,"2012-10-21",4,1,10,0,0,0,1,13.815849,14.124314,0.51,11.125618,2132,4692,6824
"661",661,"2012-10-22",4,1,10,0,1,1,1,14.9125,15.874172,0.568333,5.4593811,830,6228,7058
"662",662,"2012-10-23",4,1,10,0,2,1,1,17.575849,19.000064,0.641667,6.3345686,841,6625,7466
"663",663,"2012-10-24",4,1,10,0,3,1,1,19.6125,20.875586,0.63625,4.8762064,795,6898,7693
"664",664,"2012-10-25",4,1,10,0,4,1,2,17.85,18.959408,0.800417,8.333125,875,6484,7359
"665",665,"2012-10-26",4,1,10,0,5,1,2,17.654151,18.5015,0.807083,8.875289,1182,6262,7444
"666",666,"2012-10-27",4,1,10,0,6,0,2,16.91,17.998778,0.72,15.791364,2643,5209,7852
"667",667,"2012-10-28",4,1,10,0,0,0,2,14.4425,14.872886,0.694583,26.666536,998,3461,4459
"668",668,"2012-10-29",4,1,10,0,1,1,3,12.68,13.0004,0.88,23.9994,2,20,22
"669",669,"2012-10-30",4,1,10,0,2,1,2,6.954554,4.453994,0.825455,14.271603,87,1009,1096
"670",670,"2012-10-31",4,1,10,0,3,1,2,8.8025,7.8326,0.666667,11.166689,419,5147,5566
"671",671,"2012-11-01",4,1,11,0,4,1,2,9.194151,8.416172,0.581667,10.542182,466,5520,5986
"672",672,"2012-11-02",4,1,11,0,5,1,1,8.685,7.498772,0.522083,17.833725,618,5229,5847
"673",673,"2012-11-03",4,1,11,0,6,0,2,8.136651,5.373836,0.49125,18.125443,1029,4109,5138
"674",674,"2012-11-04",4,1,11,0,0,0,1,7.314151,5.749508,0.532917,12.000236,1201,3906,5107
"675",675,"2012-11-05",4,1,11,0,1,1,1,7.000849,4.33295,0.494167,15.833775,378,4881,5259
"676",676,"2012-11-06",4,1,11,0,2,1,1,5.199151,2.583422,0.567083,11.625371,466,5220,5686
"677",677,"2012-11-07",4,1,11,0,3,1,2,5.904151,2.124986,0.5475,20.375236,326,4709,5035
"678",678,"2012-11-08",4,1,11,0,4,1,1,8.552178,6.564806,0.333478,23.304945,340,4975,5315
"679",679,"2012-11-09",4,1,11,0,5,1,1,8.998349,7.457258,0.540833,14.375386,709,5283,5992
"680",680,"2012-11-10",4,1,11,0,6,0,1,10.290849,9.999842,0.645417,3.8756686,2090,4446,6536
"681",681,"2012-11-11",4,1,11,0,0,0,1,11.779151,11.833058,0.659167,8.5425,2290,4562,6852
"682",682,"2012-11-12",4,1,11,1,1,0,1,14.795,15.375278,0.741667,11.625639,1097,5172,6269
"683",683,"2012-11-13",4,1,11,0,2,1,2,8.136651,5.33285,0.662917,22.917082,327,3767,4094
"684",684,"2012-11-14",4,1,11,0,3,1,1,5.590849,2.583158,0.552083,13.374875,373,5122,5495
"685",685,"2012-11-15",4,1,11,0,4,1,2,7.118349,5.416472,0.620417,10.250129,320,5125,5445
"686",686,"2012-11-16",4,1,11,0,5,1,1,8.215,6.915464,0.524583,11.458675,484,5214,5698
"687",687,"2012-11-17",4,1,11,0,6,0,1,7.275,5.541278,0.545417,12.041843,1313,4316,5629
"688",688,"2012-11-18",4,1,11,0,0,0,1,8.0975,6.291236,0.692917,15.250004,922,3747,4669
"689",689,"2012-11-19",4,1,11,0,1,1,2,9.899151,8.790986,0.623333,15.749489,449,5050,5499
"690",690,"2012-11-20",4,1,11,0,2,1,2,9.585849,9.124022,0.685,5.542575,534,5100,5634
"691",691,"2012-11-21",4,1,11,0,3,1,1,8.606651,8.082872,0.61375,6.917482,615,4531,5146
"692",692,"2012-11-22",4,1,11,1,4,0,1,7.98,7.124486,0.580417,3.5423436,955,1470,2425
"693",693,"2012-11-23",4,1,11,0,5,1,1,9.311651,8.999414,0.56875,9.917407,1603,2307,3910
"694",694,"2012-11-24",4,1,11,0,6,0,1,5.081651,0.416971999999998,0.404583,25.250357,532,1745,2277
"695",695,"2012-11-25",4,1,11,0,0,0,1,3.554151,1.000478,0.468333,10.0835,309,2115,2424
"696",696,"2012-11-26",4,1,11,0,1,1,1,6.726651,6.374264,0.535417,3.12555,337,4750,5087
"697",697,"2012-11-27",4,1,11,0,2,1,2,5.708349,2.582828,0.786667,15.916654,123,3836,3959
"698",698,"2012-11-28",4,1,11,0,3,1,1,5.943349,3.124292,0.50625,14.125007,198,5062,5260
"699",699,"2012-11-29",4,1,11,0,4,1,1,5.20089,3.695852,0.555652,7.739974,243,5080,5323
"700",700,"2012-11-30",4,1,11,0,5,1,1,6.021651,5.375222,0.649583,3.9175436,362,5306,5668
"701",701,"2012-12-01",4,1,12,0,6,0,2,6.021651,4.915664,0.806667,4.0001814,951,4240,5191
"702",702,"2012-12-02",4,1,12,0,0,0,2,8.3325,7.707728,0.823333,8.333393,892,3757,4649
"703",703,"2012-12-03",4,1,12,0,1,1,1,13.2675,14.082536,0.7675,5.5422936,555,5679,6234
"704",704,"2012-12-04",4,1,12,0,2,1,1,14.364151,14.957564,0.73375,11.666643,551,6055,6606
"705",705,"2012-12-05",4,1,12,0,3,1,1,12.601651,12.248792,0.485,21.709407,331,5398,5729
"706",706,"2012-12-06",4,1,12,0,4,1,1,4.024151,1.041464,0.50875,11.708518,340,5035,5375
"707",707,"2012-12-07",4,1,12,0,5,1,2,7.079151,5.249228,0.764167,8.7502,349,4659,5008
"708",708,"2012-12-08",4,1,12,0,6,0,2,9.938349,9.707528,0.91125,6.792393,1153,4429,5582
"709",709,"2012-12-09",4,1,12,0,0,0,2,10.055849,9.749636,0.905417,10.584325,441,2787,3228
"710",710,"2012-12-10",4,1,12,0,1,1,2,12.484151,12.74795,0.925,12.750636,329,4841,5170
"711",711,"2012-12-11",4,1,12,0,2,1,2,8.606651,6.331958,0.596667,19.834479,282,5219,5501
"712",712,"2012-12-12",4,1,12,0,3,1,2,5.9825,3.624308,0.538333,10.916779,310,5009,5319
"713",713,"2012-12-13",4,1,12,0,4,1,1,5.904151,3.416408,0.485833,11.666643,425,5107,5532
"714",714,"2012-12-14",4,1,12,0,5,1,1,5.238349,3.416672,0.642917,8.792343,429,5182,5611
"715",715,"2012-12-15",4,1,12,0,6,0,1,7.235849,6.333278,0.650417,7.12545,767,4280,5047
"716",716,"2012-12-16",4,1,12,0,0,0,2,9.0375,8.415908,0.83875,6.749714,538,3248,3786
"717",717,"2012-12-17",4,1,12,0,1,1,2,10.486651,10.499,0.907083,6.5833061,212,4373,4585
"718",718,"2012-12-18",4,1,12,0,2,1,1,11.309151,11.040728,0.66625,14.834068,433,5124,5557
"719",719,"2012-12-19",4,1,12,0,3,1,1,7.6275,6.582692,0.625417,12.334164,333,4934,5267
"720",720,"2012-12-20",4,1,12,0,4,1,2,7.51,6.124322,0.667917,8.875021,314,3814,4128
"721",721,"2012-12-21",1,1,12,0,5,1,2,7.353349,3.916622,0.556667,25.083661,221,3402,3623
"722",722,"2012-12-22",1,1,12,0,6,0,1,4.494151,-0.416542000000002,0.44125,27.292182,205,1544,1749
"723",723,"2012-12-23",1,1,12,0,0,0,1,3.554151,1.125086,0.515417,8.916561,408,1379,1787
"724",724,"2012-12-24",1,1,12,0,1,1,2,2.871288,1.0874,0.791304,5.1744368,174,746,920
"725",725,"2012-12-25",1,1,12,1,2,0,2,5.691288,3.43469,0.734783,11.304642,440,573,1013
"726",726,"2012-12-26",1,1,12,0,3,1,3,3.436651,-1.458022,0.823333,21.208582,9,432,441
"727",727,"2012-12-27",1,1,12,0,4,1,2,3.945849,-1.041628,0.652917,23.458911,247,1867,2114
"728",728,"2012-12-28",1,1,12,0,5,1,2,3.906651,0.833036,0.59,10.416557,644,2451,3095
"729",729,"2012-12-29",1,1,12,0,6,0,2,3.906651,-0.00159999999999982,0.752917,8.333661,159,1182,1341
"730",730,"2012-12-30",1,1,12,0,0,0,1,4.024151,-0.707800000000001,0.483333,23.500518,364,1432,1796
"731",731,"2012-12-31",1,1,12,0,1,1,2,2.144151,-1.249858,0.5775,10.374682,439,2290,2729
